userid,name,age,dob_day,dob_year,dob_month,ingredients,gender,methods,weight,food_tag,cooktime,preptime,servingsize,tagname/taste,mood,alcoholic,receipes_liked,likes,searchids,sharesbyyou,sharestoyou,signuplocation,latitude,longitude,tags_counts,video_id,likedvideo,seasons,marital status,time of day,week day,types of food
18669873,Sidney Sheldon,45,5,1975,10,,Male,Roasting,Normal,Suffer,30,38,4,Pungent,Calm,No,"Egg Chilli, Butter Naan, Watermelon Juice, Chocolate Halwa, Fry Prawns, Mocktails, Salads",,,"Egg Chilli, Butter Naan, Watermelon Juice, Chocolate Halwa, Fry Prawns, Mocktails, Salads","Egg Chilli, Butter Naan, Watermelon Juice, Chocolate Halwa, Fry Prawns, Mocktails, Salads",,,,,,,,,,,
18662567,Sidney Shulemson,47,17,1973,5,,Female,Baking,Normal,Dinner,15,23,3,Astringent,Sadness,Yes,"Barbecue Chicken Wings, Chilli Paneer, Cocktails, Chicken Steak, Sangria, Spicy Chicken, Burgers",,,"Barbecue Chicken Wings, Chilli Paneer, Cocktails, Chicken Steak, Sangria, Spicy Chicken, Burgers","Barbecue Chicken Wings, Chilli Paneer, Cocktails, Chicken Steak, Sangria, Spicy Chicken, Burgers",,,,,,,,,,,
18665162,Siegbert Tarrasch,78,23,1942,6,,Female,Baking,Overweight,Tiffin,50,60,2,Sweet,Stress,No, 'RATED\n  Nice ambiance. We have ordered mocktails,,, 'RATED\n  Nice ambiance. We have ordered mocktails, 'RATED\n  Nice ambiance. We have ordered mocktails,,,,,,,,,,,
18665961,Siegfried Sassoon,57,8,1963,7,,Male,Grilling,Overweight,Dinner,30,34,2,Bitter,Happy,Yes,"Gajar Ka Halwa, Chilli Chicken, Hara Bhara Kebab, Custard, Brownie, Sev Puri, Pasta",,,"Gajar Ka Halwa, Chilli Chicken, Hara Bhara Kebab, Custard, Brownie, Sev Puri, Pasta","Gajar Ka Halwa, Chilli Chicken, Hara Bhara Kebab, Custard, Brownie, Sev Puri, Pasta",,,,,,,,,,,
18665009,Sienna Miller,17,25,2003,4,,Female,Baking,Underweight,Dinner,50,59,2,Sour,Angry,No, prawns dint come on my table till the end. The sweet tooth craving was satisfied as they had okayish amount of pastery and ice creams. They dint have kala khata flavor for gola which is so normally needed. The service wasnt that great either.\ni wouldnt recommend to visit. Not a type of place I would like to go for.'),,, prawns dint come on my table till the end. The sweet tooth craving was satisfied as they had okayish amount of pastery and ice creams. They dint have kala khata flavor for gola which is so normally needed. The service wasnt that great either.\ni wouldnt recommend to visit. Not a type of place I would like to go for.'), prawns dint come on my table till the end. The sweet tooth craving was satisfied as they had okayish amount of pastery and ice creams. They dint have kala khata flavor for gola which is so normally needed. The service wasnt that great either.\ni wouldnt recommend to visit. Not a type of place I would like to go for.'),,,,,,,,,,,
18670624,Sigmund Freud,76,16,1944,6,,Male,Frying,Overweight,Breakfast,30,37,4,Salty,Stress,No,"Lunch Buffet, Goan Fish Curry, Mocktails, Chicken Biryani, Cocktails, Paan Kulfi, Pasta",,,"Lunch Buffet, Goan Fish Curry, Mocktails, Chicken Biryani, Cocktails, Paan Kulfi, Pasta","Lunch Buffet, Goan Fish Curry, Mocktails, Chicken Biryani, Cocktails, Paan Kulfi, Pasta",,,,,,,,,,,
18661472,Sigmund Romberg,36,24,1984,1,,Female,Simmering,Overweight,Tiffin,40,45,1,Bitter,Lonely,No,"Jeera Rice, Mutton Chops, Chicken Salad, Vegetable Biryani, Zafrani Mutton Biryani, Mutton Seekh, Mutton Roganjosh",,,"Jeera Rice, Mutton Chops, Chicken Salad, Vegetable Biryani, Zafrani Mutton Biryani, Mutton Seekh, Mutton Roganjosh","Jeera Rice, Mutton Chops, Chicken Salad, Vegetable Biryani, Zafrani Mutton Biryani, Mutton Seekh, Mutton Roganjosh",,,,,,,,,,,
18664946,Sigourney Weaver,52,8,1968,9,,Male,Grilling,Normal,Breakfast,35,44,1,Sour,Romantic,No,"Noodles, Chicken Dim Sum, Pad Thai Noodle, Jumbo Prawns, Cocktails, Prawn Sushi, Treasure Soup",,,"Noodles, Chicken Dim Sum, Pad Thai Noodle, Jumbo Prawns, Cocktails, Prawn Sushi, Treasure Soup","Noodles, Chicken Dim Sum, Pad Thai Noodle, Jumbo Prawns, Cocktails, Prawn Sushi, Treasure Soup",,,,,,,,,,,
18668689,Silvan Shalom,46,4,1974,7,,Female,Baking,Normal,Dinner,10,12,4,Astringent,party,No, 'RATED\n  Really loved the food here. The Indo-Chinese spices brought out quite delicious flavours in the food. The staff is courteous and specially would like to thank Pranay for his prompt services. :)'),,, 'RATED\n  Really loved the food here. The Indo-Chinese spices brought out quite delicious flavours in the food. The staff is courteous and specially would like to thank Pranay for his prompt services. :)'), 'RATED\n  Really loved the food here. The Indo-Chinese spices brought out quite delicious flavours in the food. The staff is courteous and specially would like to thank Pranay for his prompt services. :)'),,,,,,,,,,,
18666290,Silver Surfer,23,19,1997,7,,Male,Grilling,Normal,Dinner,5,15,4,Salty,Calm,Yes,"Coconut Payassam, Seafood Soup, Fish, Filter Kaapi, Tender Coconut Payasam, Mutton Curry, Mysore Masala Dosa",,,"Coconut Payassam, Seafood Soup, Fish, Filter Kaapi, Tender Coconut Payasam, Mutton Curry, Mysore Masala Dosa","Coconut Payassam, Seafood Soup, Fish, Filter Kaapi, Tender Coconut Payasam, Mutton Curry, Mysore Masala Dosa",,,,,,,,,,,
18663510,Silvia Sidney,77,1,1943,11,,Male,Frying,Normal,Breakfast,60,66,3,Astringent,Sadness,Yes,"Chaat, Pav Bhaji, Pakoda, Phirni, Veg Buffet, Jalebi, Gulab Jamun",,,"Chaat, Pav Bhaji, Pakoda, Phirni, Veg Buffet, Jalebi, Gulab Jamun","Chaat, Pav Bhaji, Pakoda, Phirni, Veg Buffet, Jalebi, Gulab Jamun",,,,,,,,,,,
18665285,Silvio Berlusconi,65,28,1955,1,,Female,Frying,Overweight,Lunch,45,53,4,Astringent,Romantic,No,"Chicken Shorba, Jumbo Prawns, Beer, Cocktails, Paan Shot, Butter Naan, Biryani",,,"Chicken Shorba, Jumbo Prawns, Beer, Cocktails, Paan Shot, Butter Naan, Biryani","Chicken Shorba, Jumbo Prawns, Beer, Cocktails, Paan Shot, Butter Naan, Biryani",,,,,,,,,,,
18663706,Simba,41,22,1979,9,,Male,Grilling,Normal,Lunch,5,8,1,Pungent,Happy,No,"Pizza, Pasta, Cocktails, Spinach Ravioli, Tiramisu, Panna Cotta, Wine",,,"Pizza, Pasta, Cocktails, Spinach Ravioli, Tiramisu, Panna Cotta, Wine","Pizza, Pasta, Cocktails, Spinach Ravioli, Tiramisu, Panna Cotta, Wine",,,,,,,,,,,
18663989,Simeon bar Yohai,64,15,1956,1,,Male,Simmering,Overweight,Breakfast,35,37,3,Astringent,party,No,,,,,,,,,,,,,,,,
18666252,Simeon Dimanstein,28,6,1992,1,,Male,Broiling,Underweight,Tiffin,40,50,1,Salty,Lonely,No,"Butter Naan, Mocktails, Cocktails, Sunday Brunch, Waffles, Gulab Jamun, Veg Platter",,,"Butter Naan, Mocktails, Cocktails, Sunday Brunch, Waffles, Gulab Jamun, Veg Platter","Butter Naan, Mocktails, Cocktails, Sunday Brunch, Waffles, Gulab Jamun, Veg Platter",,,,,,,,,,,
18670006,Simon Andersson ,8,23,2012,7,,Male,Frying,Normal,Dinner,55,61,2,Astringent,Stress,Yes,"Dahi Kebab, Lamb, Mocktails, Lassi, Vegetable Biryani, Galauti Kebab, Mutton Biryani",,,"Dahi Kebab, Lamb, Mocktails, Lassi, Vegetable Biryani, Galauti Kebab, Mutton Biryani","Dahi Kebab, Lamb, Mocktails, Lassi, Vegetable Biryani, Galauti Kebab, Mutton Biryani",,,,,,,,,,,
18664669,Simon Ash,41,9,1979,1,,Female,Poaching,Normal,Tiffin,5,8,2,Salty,Lonely,Yes,"Lassi, Raita, Dal Makhani, Jalebi Rabri, Chaach, Hara Bhara Kabab, Lime Soda",,,"Lassi, Raita, Dal Makhani, Jalebi Rabri, Chaach, Hara Bhara Kabab, Lime Soda","Lassi, Raita, Dal Makhani, Jalebi Rabri, Chaach, Hara Bhara Kabab, Lime Soda",,,,,,,,,,,
18669671,Simon Bamberger,28,9,1992,5,,Male,Simmering,Normal,Suffer,40,47,3,Sweet,Calm,Yes,"Noodles, Chicken Momo, Momos, Lunch Buffet, Garlic Butter Noodle, Crab Soup, Jasmine Tea",,,"Noodles, Chicken Momo, Momos, Lunch Buffet, Garlic Butter Noodle, Crab Soup, Jasmine Tea","Noodles, Chicken Momo, Momos, Lunch Buffet, Garlic Butter Noodle, Crab Soup, Jasmine Tea",,,,,,,,,,,
18668075,Simon bar Kokhba,39,5,1981,9,,Female,Simmering,Normal,Tiffin,60,69,4,Salty,Happy,Yes,"Brain Fry, Non Veg Thali, Peri Peri Chicken, Egg Biryani, Fruit Salad, Lassi, Jumbo Shawarma",,,"Brain Fry, Non Veg Thali, Peri Peri Chicken, Egg Biryani, Fruit Salad, Lassi, Jumbo Shawarma","Brain Fry, Non Veg Thali, Peri Peri Chicken, Egg Biryani, Fruit Salad, Lassi, Jumbo Shawarma",,,,,,,,,,,
18665075,Simon ben Yohai,14,7,2006,10,,Male,Frying,Underweight,Lunch,20,29,3,Pungent,Ominous,No,Friendly Staff,,,Friendly Staff,Friendly Staff,,,,,,,,,,,
18664342,Simon Berriman,32,2,1988,1,,Female,Broiling,Overweight,Suffer,45,47,1,Bitter,Ominous,Yes,"Chicken Chettinad, Donne Biryani, Chicken Guntur, Veg Thali, Gobi Tikka, Mutton Chops, Chicken Curry",,,"Chicken Chettinad, Donne Biryani, Chicken Guntur, Veg Thali, Gobi Tikka, Mutton Chops, Chicken Curry","Chicken Chettinad, Donne Biryani, Chicken Guntur, Veg Thali, Gobi Tikka, Mutton Chops, Chicken Curry",,,,,,,,,,,
18666603,Simon Gallup ,34,4,1986,4,,Female,Poaching,Overweight,Tiffin,5,10,1,Pungent,Romantic,Yes,"Nachos, Pasta, Cocktails, Khamiri Roti, Beer, Lamb, Burgers",,,"Nachos, Pasta, Cocktails, Khamiri Roti, Beer, Lamb, Burgers","Nachos, Pasta, Cocktails, Khamiri Roti, Beer, Lamb, Burgers",,,,,,,,,,,
18661995,Simon Guggenheim,11,16,2009,4,,Male,Steaming,Overweight,Breakfast,20,23,2,Astringent,party,Yes,"Baklava, Mutton Biryani, Salad, Rice Pudding, Jeera Rice, Fish, Panneer Butter Masala",,,"Baklava, Mutton Biryani, Salad, Rice Pudding, Jeera Rice, Fish, Panneer Butter Masala","Baklava, Mutton Biryani, Salad, Rice Pudding, Jeera Rice, Fish, Panneer Butter Masala",,,,,,,,,,,
18663617,Simon Jones ,40,20,1980,1,,Male,Grilling,Overweight,Breakfast,20,29,4,Pungent,Ominous,No,"Baklava, Chicken Wings, Mutton Biryani, Pizza, Vegetable Biryani, Arabic Cuisine, Salad",,,"Baklava, Chicken Wings, Mutton Biryani, Pizza, Vegetable Biryani, Arabic Cuisine, Salad","Baklava, Chicken Wings, Mutton Biryani, Pizza, Vegetable Biryani, Arabic Cuisine, Salad",,,,,,,,,,,
18666634,Simon Keenlyside,14,28,2006,7,,Male,Simmering,Overweight,Breakfast,5,11,2,Salty,Romantic,Yes,"Tiramisu, Pasta, Salads, Gulab Jamun, Butter Naan, Chicken Soup, Hyderabadi Biryani",,,"Tiramisu, Pasta, Salads, Gulab Jamun, Butter Naan, Chicken Soup, Hyderabadi Biryani","Tiramisu, Pasta, Salads, Gulab Jamun, Butter Naan, Chicken Soup, Hyderabadi Biryani",,,,,,,,,,,
18665931,Simon Kirke,34,1,1986,11,,Male,Broiling,Normal,Lunch,30,40,1,Sour,Ominous,No," """"RATED\n  I visited Ambient Turret to celebrate  my husband's b'day  on the 24th of Dec and it was a truly amazing experience. The buffet spread had a lot of variety both in veg and non veg..the live pasta counter that Mr. Raghu had so kindly arranged for us was awesome as we delved into heavenly forkfuls of creamy delicious pasta...not to forget the roast chicken",,," """"RATED\n  I visited Ambient Turret to celebrate  my husband's b'day  on the 24th of Dec and it was a truly amazing experience. The buffet spread had a lot of variety both in veg and non veg..the live pasta counter that Mr. Raghu had so kindly arranged for us was awesome as we delved into heavenly forkfuls of creamy delicious pasta...not to forget the roast chicken"," """"RATED\n  I visited Ambient Turret to celebrate  my husband's b'day  on the 24th of Dec and it was a truly amazing experience. The buffet spread had a lot of variety both in veg and non veg..the live pasta counter that Mr. Raghu had so kindly arranged for us was awesome as we delved into heavenly forkfuls of creamy delicious pasta...not to forget the roast chicken",,,,,,,,,,,
18667206,Simon Kuznets,57,30,1963,12,,Female,Poaching,Underweight,Dinner,25,34,2,Astringent,Angry,Yes,"Halwa, Waffles, Chaat, Pasta, Coffee, Creme Brulee, Salads",,,"Halwa, Waffles, Chaat, Pasta, Coffee, Creme Brulee, Salads","Halwa, Waffles, Chaat, Pasta, Coffee, Creme Brulee, Salads",,,,,,,,,,,
18661818,Simon of Galilee,40,17,1980,7,,Female,Steaming,Normal,Tiffin,40,48,4,Astringent,Angry,Yes,Biryani,,,Biryani,Biryani,,,,,,,,,,,
18669524,Simon Phillips,59,30,1961,8,,Female,Roasting,Normal,Breakfast,10,20,4,Bitter,Boredom,No,"Fries, Lunch Buffet, Appam, Manchow Soup, Paneer Tikka, Vegetable Stew",,,"Fries, Lunch Buffet, Appam, Manchow Soup, Paneer Tikka, Vegetable Stew","Fries, Lunch Buffet, Appam, Manchow Soup, Paneer Tikka, Vegetable Stew",,,,,,,,,,,
18669896,Simon Ramo,11,19,2009,5,,Female,Broiling,Normal,Lunch,35,39,4,Salty,Stress,Yes,"Vada, Coffee, Breakfast Buffet, Thali, Idli, Onion Rava Masala Dosa, Pongal",,,"Vada, Coffee, Breakfast Buffet, Thali, Idli, Onion Rava Masala Dosa, Pongal","Vada, Coffee, Breakfast Buffet, Thali, Idli, Onion Rava Masala Dosa, Pongal",,,,,,,,,,,
18661207,Simon Rex,29,3,1991,8,,Female,Broiling,Underweight,Lunch,35,44,1,Astringent,Lonely,Yes,"Chaat, Custard, Fish, Pepper Chicken, Lunch Buffet, Chicken Tikka, Salads",,,"Chaat, Custard, Fish, Pepper Chicken, Lunch Buffet, Chicken Tikka, Salads","Chaat, Custard, Fish, Pepper Chicken, Lunch Buffet, Chicken Tikka, Salads",,,,,,,,,,,
18661591,Simon Tong  ,45,15,1975,5,,Female,Steaming,Normal,Dinner,25,28,1,Pungent,Angry,Yes, 'RATED\n  OKish place. Went here for a beer with friends. Place has some very old school instrumental bollywood music (kinda creepy). Feels like a shady bar. Prices are high,,, 'RATED\n  OKish place. Went here for a beer with friends. Place has some very old school instrumental bollywood music (kinda creepy). Feels like a shady bar. Prices are high, 'RATED\n  OKish place. Went here for a beer with friends. Place has some very old school instrumental bollywood music (kinda creepy). Feels like a shady bar. Prices are high,,,,,,,,,,,
18665929,Simon Townshend  ,45,17,1975,12,,Male,Roasting,Normal,Dinner,20,26,4,Salty,Sadness,Yes,Courteous Staff,,,Courteous Staff,Courteous Staff,,,,,,,,,,,
18663786,Simon Wiesenthal,70,12,1950,10,,Female,Poaching,Normal,Dinner,45,47,4,Bitter,Calm,No,,,,,,,,,,,,,,,,
18670184,Simon Winawer,75,28,1945,5,,Female,Broiling,Underweight,Lunch,15,21,3,Sweet,Angry,No,,,,,,,,,,,,,,,,
18662199,Simone Signoret,42,24,1978,10,,Male,Frying,Overweight,Tiffin,10,14,4,Salty,Romantic,No,"Chaat, Nachos, Peri Peri Pizza, Wedges, Milk Shake, Pink Lemonade, Pasta",,,"Chaat, Nachos, Peri Peri Pizza, Wedges, Milk Shake, Pink Lemonade, Pasta","Chaat, Nachos, Peri Peri Pizza, Wedges, Milk Shake, Pink Lemonade, Pasta",,,,,,,,,,,
18662991,Simone Weil,47,9,1973,1,,Male,Simmering,Overweight,Dinner,45,48,1,Salty,Stress,Yes,,,,,,,,,,,,,,,,
18661264,Sinclair Lewis,77,23,1943,3,,Female,Simmering,Normal,Breakfast,40,45,3,Sweet,Romantic,No,"Coffee, Pasta, Basil Pesto Chicken, Exotic Veg Pizza, Basil Soup, Nachos, Chicken Sizzler",,,"Coffee, Pasta, Basil Pesto Chicken, Exotic Veg Pizza, Basil Soup, Nachos, Chicken Sizzler","Coffee, Pasta, Basil Pesto Chicken, Exotic Veg Pizza, Basil Soup, Nachos, Chicken Sizzler",,,,,,,,,,,
18665422,Sir Nicholas De Mimsey Porpington,27,16,1993,9,,Female,Poaching,Overweight,Lunch,25,31,4,Sweet,Ominous,No,,,,,,,,,,,,,,,,
18665432,Sirius Black,29,10,1991,11,,Female,Frying,Normal,Suffer,20,26,2,Pungent,Lonely,No,,,,,,,,,,,,,,,,
18670634,Sisely Treasure ,34,27,1986,11,,Male,Poaching,Overweight,Tiffin,35,43,4,Bitter,Calm,No,"Burgers, Chicken Grill, Faluda, French Fries, Sandwich",,,"Burgers, Chicken Grill, Faluda, French Fries, Sandwich","Burgers, Chicken Grill, Faluda, French Fries, Sandwich",,,,,,,,,,,
18666480,Skinner ,58,24,1962,12,,Male,Broiling,Normal,Lunch,25,32,2,Sweet,Calm,No,"Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut",,,"Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut","Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut",,,,,,,,,,,
18666579,Skip Bertman,48,30,1972,2,,Male,Baking,Overweight,Tiffin,25,28,3,Sour,Stress,No,,,,,,,,,,,,,,,,
18666727,Skip Hadden,35,3,1985,6,,Female,Roasting,Underweight,Lunch,30,37,4,Astringent,Lonely,No,"Tea, Paratha, Poha, Coffee, Chai, Sandwiches, Maggi",,,"Tea, Paratha, Poha, Coffee, Chai, Sandwiches, Maggi","Tea, Paratha, Poha, Coffee, Chai, Sandwiches, Maggi",,,,,,,,,,,
18668319,Skwisgaar Skwigelf  ,50,3,1970,4,,Male,Broiling,Underweight,Suffer,50,58,3,Bitter,Sadness,No,,,,,,,,,,,,,,,,
18665613,Slash,29,28,1991,4,,Female,Poaching,Normal,Lunch,25,29,4,Bitter,Sadness,No,"Pasta, Sandwiches, Peppy Paneer Pizza, Sandwich, Thick Shakes, Onion Rings, Tomato Soup",,,"Pasta, Sandwiches, Peppy Paneer Pizza, Sandwich, Thick Shakes, Onion Rings, Tomato Soup","Pasta, Sandwiches, Peppy Paneer Pizza, Sandwich, Thick Shakes, Onion Rings, Tomato Soup",,,,,,,,,,,
18668362,Sleepthief,72,7,1948,9,,Female,Broiling,Overweight,Breakfast,25,34,1,Sour,party,Yes,"Coffee, Sandwiches, Cappuccino",,,"Coffee, Sandwiches, Cappuccino","Coffee, Sandwiches, Cappuccino",,,,,,,,,,,
18667636,Slim Whitman ,76,13,1944,8,,Female,Steaming,Normal,Suffer,40,42,4,Sour,Happy,No,"Fries, Pasta, Chicken Burger, Sandwich, Burgers, Monster Burger",,,"Fries, Pasta, Chicken Burger, Sandwich, Burgers, Monster Burger","Fries, Pasta, Chicken Burger, Sandwich, Burgers, Monster Burger",,,,,,,,,,,
18664934,Slumber Party Girls,39,21,1981,2,,Female,Roasting,Overweight,Breakfast,55,62,1,Astringent,Ominous,Yes,"Sandwiches, Oreo Shake, Burgers, Pasta, Veg Burger, Paneer Tikka Sandwich, Oreo Milkshake",,,"Sandwiches, Oreo Shake, Burgers, Pasta, Veg Burger, Paneer Tikka Sandwich, Oreo Milkshake","Sandwiches, Oreo Shake, Burgers, Pasta, Veg Burger, Paneer Tikka Sandwich, Oreo Milkshake",,,,,,,,,,,
18669884,Smithers ,24,30,1996,3,,Female,Broiling,Underweight,Suffer,10,17,3,Sour,Boredom,No, ('Rated 3.0',,, ('Rated 3.0', ('Rated 3.0',,,,,,,,,,,
18665809,Smokey Robinso ,25,30,1995,11,,Male,Roasting,Normal,Dinner,25,32,1,Sweet,Boredom,Yes,,,,,,,,,,,,,,,,
18663437,Smurfs,32,10,1988,3,,Female,Steaming,Normal,Dinner,55,62,1,Sweet,party,Yes,,,,,,,,,,,,,,,,
18670456,"Snap, Crackle and Pop",36,11,1984,1,,Male,Steaming,Normal,Lunch,35,38,4,Sour,Angry,Yes,,,,,,,,,,,,,,,,
18661891,Sneakers O'Toole,12,29,2008,3,,Male,Frying,Underweight,Suffer,55,64,2,Bitter,Boredom,Yes,,,,,,,,,,,,,,,,
18664777,Snidely Whiplash,17,28,2003,8,,Male,Baking,Normal,Suffer,50,57,3,Bitter,Sadness,No,,,,,,,,,,,,,,,,
18663354,Snoop Dogg,12,20,2008,11,,Male,Frying,Underweight,Suffer,25,31,4,Sweet,Boredom,No,,,,,,,,,,,,,,,,
18669637,Snoopy,76,29,1944,7,,Male,Simmering,Normal,Dinner,10,20,1,Astringent,Boredom,No,,,,,,,,,,,,,,,,
18667190,Snow White and the Seven Dwarfs,15,11,2005,10,,Female,Roasting,Normal,Dinner,30,36,4,Astringent,party,Yes,"Pasta, Chicken Steak, Burgers, Cold Coffee, Shawarma, Honey Chilli Fries",,,"Pasta, Chicken Steak, Burgers, Cold Coffee, Shawarma, Honey Chilli Fries","Pasta, Chicken Steak, Burgers, Cold Coffee, Shawarma, Honey Chilli Fries",,,,,,,,,,,
18668458,Snowy Shaw ,42,5,1978,1,,Male,Simmering,Normal,Breakfast,45,52,2,Astringent,Lonely,Yes,,,,,,,,,,,,,,,,
18669856,Snowy White  ,77,20,1943,4,,Male,Steaming,Normal,Dinner,5,8,3,Bitter,Stress,No,,,,,,,,,,,,,,,,
18667335,Sol LeWitt,60,24,1960,9,,Male,Baking,Normal,Breakfast,30,32,3,Astringent,Happy,Yes,"Burgers, Fries, Hot Dog, Chicken Hotdog, Cuban Mojito, Cheese Burger, Grilled Burger",,,"Burgers, Fries, Hot Dog, Chicken Hotdog, Cuban Mojito, Cheese Burger, Grilled Burger","Burgers, Fries, Hot Dog, Chicken Hotdog, Cuban Mojito, Cheese Burger, Grilled Burger",,,,,,,,,,,
18663452,Sol Schiff,13,3,2007,3,,Female,Baking,Normal,Lunch,40,49,4,Bitter,party,Yes,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings",,,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings","Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings",,,,,,,,,,,
18667786,Sol Star,60,4,1960,1,,Male,Broiling,Underweight,Dinner,55,57,2,Bitter,Lonely,No,"Burgers, Pasta, Hot Chocolate, Caramel Coffee",,,"Burgers, Pasta, Hot Chocolate, Caramel Coffee","Burgers, Pasta, Hot Chocolate, Caramel Coffee",,,,,,,,,,,
18667807,Sol Yurick,20,4,2000,2,,Male,Frying,Underweight,Dinner,20,24,3,Pungent,party,Yes,,,,,,,,,,,,,,,,
18662304,Sola Akingbola ,45,11,1975,9,,Female,Steaming,Underweight,Tiffin,35,45,3,Salty,Stress,Yes,,,,,,,,,,,,,,,,
18670245,Sollie McElroy of The Flamingos,41,19,1979,11,,Male,Frying,Normal,Tiffin,35,43,1,Salty,Happy,No,"Paneer Roll, Masala Chai, Masala Tea, Aloo Paratha, Chaat, Brownie Chocolate, Methi Paratha",,,"Paneer Roll, Masala Chai, Masala Tea, Aloo Paratha, Chaat, Brownie Chocolate, Methi Paratha","Paneer Roll, Masala Chai, Masala Tea, Aloo Paratha, Chaat, Brownie Chocolate, Methi Paratha",,,,,,,,,,,
18663482,"Solomon ""Soul Glow Activator"" Olds ",11,2,2009,9,,Male,Roasting,Overweight,Suffer,30,35,2,Sour,Ominous,No,"Paratha, Chai, Poha, Quinoa Burger",,,"Paratha, Chai, Poha, Quinoa Burger","Paratha, Chai, Poha, Quinoa Burger",,,,,,,,,,,
18663857,Solomon Asch,14,19,2006,7,,Male,Roasting,Normal,Suffer,30,38,1,Sweet,Calm,No,"Burgers, Pasta, Cocktails, American Cheese Burger, Chicken Salad, Pancakes, Chocolate Dessert",,,"Burgers, Pasta, Cocktails, American Cheese Burger, Chicken Salad, Pancakes, Chocolate Dessert","Burgers, Pasta, Cocktails, American Cheese Burger, Chicken Salad, Pancakes, Chocolate Dessert",,,,,,,,,,,
18661279,Solomon ben Yehuda ibn Gabirol,19,29,2001,7,,Male,Steaming,Underweight,Suffer,60,64,3,Sour,Romantic,No,"Coffee, Chocolate Mocha, Hot Chocolate, Chocolate Cake, Sandwiches, Pizza, Bannoffee Pie",,,"Coffee, Chocolate Mocha, Hot Chocolate, Chocolate Cake, Sandwiches, Pizza, Bannoffee Pie","Coffee, Chocolate Mocha, Hot Chocolate, Chocolate Cake, Sandwiches, Pizza, Bannoffee Pie",,,,,,,,,,,
18663495,Solomon Bush,46,25,1974,12,,Female,Grilling,Overweight,Tiffin,30,37,3,Astringent,Ominous,No, ('Rated 4.0',,, ('Rated 4.0', ('Rated 4.0',,,,,,,,,,,
18670090,Solomon Etting,48,27,1972,3,,Female,Roasting,Underweight,Tiffin,40,45,4,Salty,Boredom,No,"Margarita, Pasta, Mocktails, Lemonade, Bruschettas, Salads, Spaghetti",,,"Margarita, Pasta, Mocktails, Lemonade, Bruschettas, Salads, Spaghetti","Margarita, Pasta, Mocktails, Lemonade, Bruschettas, Salads, Spaghetti",,,,,,,,,,,
18661392,Solomon Feferman,13,3,2007,2,,Male,Roasting,Overweight,Breakfast,40,48,3,Sour,Calm,No,"Tea, Chocolate Bomb, Waffles, Mojito, Fries, Pasta Alfredo, Burgers",,,"Tea, Chocolate Bomb, Waffles, Mojito, Fries, Pasta Alfredo, Burgers","Tea, Chocolate Bomb, Waffles, Mojito, Fries, Pasta Alfredo, Burgers",,,,,,,,,,,
18667992,Solomon Golomb,24,18,1996,10,,Male,Poaching,Underweight,Breakfast,60,63,1,Pungent,Sadness,Yes,"Burgers, Waffles, Pancakes, Chicken Lasagne, English Breakfast, Sandwiches, Pasta",,,"Burgers, Waffles, Pancakes, Chicken Lasagne, English Breakfast, Sandwiches, Pasta","Burgers, Waffles, Pancakes, Chicken Lasagne, English Breakfast, Sandwiches, Pasta",,,,,,,,,,,
18670054,Solomon H. Snyder,77,30,1943,8,,Female,Frying,Overweight,Dinner,35,39,1,Sour,party,Yes, fried egg and chicken which was yum too,,, fried egg and chicken which was yum too, fried egg and chicken which was yum too,,,,,,,,,,,
18667900,Solomon Kullback,69,28,1951,12,,Female,Steaming,Underweight,Lunch,50,60,1,Astringent,Calm,Yes,"Butter Chicken Pizza, Lamb Burger, Chicken Bao, Vegetable Moussaka, Peri Chicken, Pasta, Pink Lemonade",,,"Butter Chicken Pizza, Lamb Burger, Chicken Bao, Vegetable Moussaka, Peri Chicken, Pasta, Pink Lemonade","Butter Chicken Pizza, Lamb Burger, Chicken Bao, Vegetable Moussaka, Peri Chicken, Pasta, Pink Lemonade",,,,,,,,,,,
18666616,Solomon Lefschetz,47,18,1973,10,,Male,Roasting,Normal,Lunch,50,60,1,Astringent,Romantic,No,,,,,,,,,,,,,,,,
18662429,Solomon Mikhoels,75,30,1945,9,,Male,Roasting,Underweight,Lunch,30,32,3,Pungent,Happy,No,"Lasagne, Tiramisu, Virgin Mojito, Chicken Popcorn, Mocktails, Club Chicken Sandwich, Nachos",,,"Lasagne, Tiramisu, Virgin Mojito, Chicken Popcorn, Mocktails, Club Chicken Sandwich, Nachos","Lasagne, Tiramisu, Virgin Mojito, Chicken Popcorn, Mocktails, Club Chicken Sandwich, Nachos",,,,,,,,,,,
